EAR       	MAR	       Label
0.291979242	0.493063971	1
0.235827938	0.680046629	1
0.258653415	0.479090162	1
0.302832576	0.259490605	1
0.310151411	0.363485605	1
0.328660779	0.615558456	1
0.36969235	0.589390826	1
0.327405326	0.507471673	1
0.344028277	0.526203715	1
0.336358238	0.567378153	1
0.328030659	0.447192528	1
0.265089696	0.576261248	1
0.331272922	0.603805564	1
0.248668937	0.460172424	1
0.27709539	0.505468272	1
0.312140769	0.398821177	1
0.296606126	0.4687377	1
0.317261997	0.44231975	1
0.309768822	0.429585815	1
0.308773863	0.543303473	1
0.309207407	0.556782581	1
0.253856585	0.271543966	1
0.26628724	0.268423343	1
0.248379794	0.398475916	1
0.254853577	0.371704604	1
0.353071876	0.408138345	1
0.247893036	0.477317371	1
0.192888836	0.516856568	1
0.251433259	0.525147458	1
0.321331862	0.414579944	1
0.319460313	0.5173212	1
0.299884232	0.643023044	1
0.278832378	0.557408553	1
0.280801234	0.642693701	1
0.296931853	0.585270738	1
0.292170751	0.598368493	1
0.186448457	0.494602942	1
0.308857806	0.53688302	1
0.296412471	0.506185643	1
0.306287576	0.540321791	1
0.236740868	0.531261313	1
0.325799974	0.341224498	1
0.343908422	0.441114428	1
0.315422868	0.483353918	1
0.314119186	0.54158795	1
0.309456733	0.495706992	1
0.327873025	0.542304501	1
0.322577436	0.520578133	1
0.32967633	0.452530317	1
0.321019496	0.475125338	1
0.296946708	0.549408873	1
0.311394365	0.559564495	1
0.313942547	0.56065444	1
0.279681424	0.507415761	1
0.322128653	0.379526804	1
0.221472177	0.23589889	1
0.302594797	0.350323985	1
0.294337513	0.257745337	1
0.298022295	0.420098954	1
0.346121895	0.519373903	1
0.267623517	0.292812301	1
0.314833827	0.423005894	1
0.300150646	0.412478657	1
0.287637481	0.491875102	1
0.302299377	0.42585804	1
0.338989731	0.438122116	1
